epoch,iteration,total_loss,heatmap_loss,projection_loss
41,69349,1.2067919669789262e-05,9.98829273157753e-06,2.0796269382117316e-06
41,69359,1.1013494258804712e-05,9.455789950152393e-06,1.5577041949654813e-06
41,69369,9.454677638132125e-06,8.305583833134733e-06,1.1490934639368788e-06
41,69379,9.324028724222444e-06,8.193535904865712e-06,1.1304925919830566e-06
41,69389,1.0770405424409546e-05,9.300580131821334e-06,1.4698248378408607e-06
41,69399,1.161829277407378e-05,9.01115890883375e-06,2.607134319987381e-06
41,69409,0.18891915678977966,8.770011845626868e-06,0.1889103800058365
41,69419,1.039830476656789e-05,8.934579454944469e-06,1.4637256526839337e-06
41,69429,9.410563507117331e-06,8.142399565258529e-06,1.2681640555456397e-06
41,69439,1.008699655358214e-05,8.627279385109432e-06,1.459717282159545e-06
41,69449,1.0788753570523113e-05,9.192765901389066e-06,1.5959874417603714e-06
41,69459,7.869719411246479e-06,7.15004625817528e-06,7.196731530711986e-07
41,69469,1.3560277693613898e-05,1.0442792699905112e-05,3.117485221082461e-06
41,69479,9.996394510380924e-06,8.712225280760322e-06,1.284169229620602e-06
41,69489,1.2928061551065184e-05,1.0320824003429152e-05,2.6072373202623567e-06
41,69499,9.911388588079717e-06,8.363649612874724e-06,1.547738975204993e-06
41,69509,9.834956472332124e-06,8.29972395877121e-06,1.5352326272477512e-06
41,69519,1.4347424439620227e-05,1.1228963558096439e-05,3.1184606541501125e-06
41,69529,1.3700934687221888e-05,1.052553670888301e-05,3.1753979783388786e-06
41,69539,1.144580528489314e-05,9.546845831209794e-06,1.8989597947438597e-06
41,69549,1.1006477507180534e-05,9.404251613887027e-06,1.6022254385461565e-06
41,69559,8.432083996012807e-05,1.5946374332997948e-05,6.837446562713012e-05
41,69569,1.2830443665734492e-05,1.0387316251581069e-05,2.443127414153423e-06
41,69579,1.1025970707123633e-05,8.786545549810398e-06,2.2394253846869105e-06
41,69589,1.3874682736059185e-05,1.0261559509672225e-05,3.613122999013285e-06
41,69599,8.37059360492276e-06,7.584042577946093e-06,7.865511406635051e-07
41,69609,9.007418157125358e-06,7.831767106836196e-06,1.1756513913496747e-06
41,69619,8.772231012699194e-06,7.804051165294368e-06,9.681797337179887e-07
41,69629,9.619624506740365e-06,8.512434760632459e-06,1.107189746107906e-06
41,69639,1.1478392480057664e-05,9.804000001167879e-06,1.674392365202948e-06
41,69649,1.1737421118596103e-05,9.849239177128766e-06,1.8881822825278505e-06
41,69659,8.12839061836712e-06,7.3708329182409216e-06,7.575575295959425e-07
41,69669,1.3253928955236915e-05,1.022804372041719e-05,3.025885234819725e-06
41,69679,3.193490920239128e-05,1.2870854334323667e-05,1.9064054868067615e-05
41,69689,8.580316716688685e-06,7.637208000232931e-06,9.431090575162671e-07
41,69699,1.6617314031464048e-05,1.1133966836496256e-05,5.4833471949677914e-06
41,69709,9.07951016415609e-06,7.668008947803173e-06,1.4115011026660795e-06
41,69719,7.104378255462507e-06,6.56749989502714e-06,5.368784741222044e-07
41,69729,8.669251656101551e-06,7.667472345929127e-06,1.0017796512329369e-06
41,69739,9.197427061735652e-06,8.194666406780016e-06,1.0027606549556367e-06
41,69749,1.0678514627215918e-05,8.888573574949987e-06,1.7899412796396064e-06
41,69759,9.260265869670548e-06,7.983389878063463e-06,1.276876332667598e-06
41,69769,1.1039924174838234e-05,8.790223546384368e-06,2.2497006284538656e-06
41,69779,1.2244366189406719e-05,1.009637981042033e-05,2.147986151612713e-06
41,69789,9.558010788168758e-06,8.275602340290789e-06,1.2824083341911319e-06
41,69799,1.0246912097500172e-05,8.54819063533796e-06,1.6987214621622115e-06
41,69809,7.944176104501821e-06,7.212857781269122e-06,7.313187779800501e-07
41,69819,1.0773312169476412e-05,8.809257451503072e-06,1.9640542632259894e-06
41,69829,0.042868223041296005,8.02861359261442e-06,0.04286019504070282
41,69839,8.283404895337299e-06,7.498060313082533e-06,7.853447527850221e-07
41,69849,7.95793403085554e-06,7.147766154957935e-06,8.101677622107673e-07
41,69859,9.138409041042905e-06,8.026041541597806e-06,1.112367272071424e-06
41,69869,9.061167475010734e-06,8.144726052705664e-06,9.164415928353264e-07
41,69879,1.0848192687262781e-05,8.994948075269349e-06,1.8532448393671075e-06
41,69889,9.373166903969832e-06,8.125772183120716e-06,1.2473950619096286e-06
41,69899,1.088283988792682e-05,9.246165973308962e-06,1.636674255678372e-06
41,69909,8.262779374490492e-06,7.5176139944233e-06,7.45165777971124e-07
41,69919,9.83194331638515e-06,8.355720638064668e-06,1.47622279200732e-06
41,69929,9.079412848223e-06,7.850735528336372e-06,1.2286772061997908e-06
41,69939,1.0929103154921904e-05,8.858404726197477e-06,2.0706982013507513e-06
41,69949,1.1668025763356127e-05,9.114995918935165e-06,2.5530296170472866e-06
41,69959,1.0240873962175101e-05,8.355493264389224e-06,1.885380584099039e-06
41,69969,1.1322675163683016e-05,9.548687557980884e-06,1.7739879467626452e-06
41,69979,1.0560701412032358e-05,8.988045010482892e-06,1.572656401549466e-06
41,69989,9.066416168934666e-06,7.978298526722938e-06,1.0881173011512146e-06
41,69999,9.862697879725602e-06,8.458403499389533e-06,1.4042940392755554e-06
41,70009,1.3264887456898578e-05,9.766320545168128e-06,3.4985673664778005e-06
41,70019,8.434017217950895e-06,7.59128442950896e-06,8.42733015815611e-07
41,70029,1.0833162377821282e-05,8.926781447371468e-06,1.9063807030761382e-06
41,70039,1.2063748727086931e-05,8.643463843327481e-06,3.4202846563857747e-06
41,70049,9.750955541676376e-06,8.552921826776583e-06,1.198033828586631e-06
41,70059,8.961719686340075e-06,8.010661986190826e-06,9.51057813836087e-07
41,70069,8.05838226369815e-06,7.312576599360909e-06,7.458060053977533e-07
41,70079,1.1686297511914745e-05,8.584225724916905e-06,3.1020715596241644e-06
41,70089,9.778252206160687e-06,8.455000170215499e-06,1.3232522633188637e-06
41,70099,1.0397169717180077e-05,9.155789484793786e-06,1.2413803460731287e-06
41,70109,4.947282650391571e-05,1.48992339745746e-05,3.4573593438835815e-05
41,70119,0.00011257574078626931,2.0091911210329272e-05,9.248383139492944e-05
41,70129,1.5504130715271458e-05,1.1946505765081383e-05,3.5576247228163993e-06
41,70139,1.0127690984518267e-05,8.816216904961038e-06,1.3114738521835534e-06
41,70149,1.1485697541502304e-05,9.871513611869887e-06,1.6141841570060933e-06
41,70159,9.224653331330046e-05,1.958953362191096e-05,7.26569996913895e-05
41,70169,9.981624316424131e-06,8.321339009853546e-06,1.660285647631099e-06
41,70179,1.5054579307616223e-05,1.119396802096162e-05,3.860611286654603e-06
42,70189,9.536032848700415e-06,8.124568012135569e-06,1.4114651776253595e-06
42,70199,1.0497945368115325e-05,9.076788046513684e-06,1.4211575489753159e-06
42,70209,9.217190381605178e-06,7.79141191742383e-06,1.425778350494511e-06
42,70219,8.562581570004113e-06,7.312933576031355e-06,1.2496476529122447e-06
42,70229,9.389011211169418e-06,8.257803528977092e-06,1.131207909566001e-06
42,70239,1.0471003406564705e-05,8.866784810379613e-06,1.6042185961850919e-06
42,70249,1.371269354422111e-05,1.0259266673529055e-05,3.4534268706920557e-06
42,70259,8.828262252791319e-06,8.00644738774281e-06,8.218150355787657e-07
42,70269,1.0335030310670845e-05,8.872022590367123e-06,1.4630072655563708e-06
42,70279,1.111557776312111e-05,8.807167432678398e-06,2.3084103304427117e-06
42,70289,8.02486374595901e-06,7.213709068309981e-06,8.111547344924475e-07
42,70299,7.498241302528186e-06,6.7144173954147846e-06,7.838239071134012e-07
42,70309,1.0252306310576387e-05,8.86673205968691e-06,1.3855739098289632e-06
42,70319,5.687504744855687e-05,9.061764103535097e-06,4.781328243552707e-05
42,70329,8.640695341455285e-06,7.361963071161881e-06,1.2787323839802411e-06
42,70339,8.277286724478472e-06,7.503238521167077e-06,7.740483738416515e-07
42,70349,7.937601367302705e-06,7.180552984209498e-06,7.57048042032693e-07
42,70359,7.480412932636682e-06,6.88568206896889e-06,5.947308636677917e-07
42,70369,9.147029231826309e-06,8.099484148260672e-06,1.0475451972524752e-06
42,70379,8.069407158473041e-06,7.175980499596335e-06,8.934264883464493e-07
42,70389,1.1115477718703914e-05,9.350438631372526e-06,1.7650393147050636e-06
42,70399,1.2321472240728326e-05,9.590985428076237e-06,2.7304868126520887e-06
42,70409,1.0557462701399345e-05,8.985698514152318e-06,1.5717641872470267e-06
42,70419,1.0874984582187608e-05,8.574927051085979e-06,2.3000570763542783e-06
42,70429,8.016069841687568e-06,7.2281336542801e-06,7.879365284679807e-07
42,70439,8.373921446036547e-06,7.523244676121976e-06,8.506769404448278e-07
42,70449,8.24781454866752e-06,7.40512041375041e-06,8.426943054473668e-07
42,70459,9.183063411910553e-06,8.142806109390222e-06,1.0402569614598178e-06
42,70469,1.162455646408489e-05,9.352766028314363e-06,2.271790208396851e-06
42,70479,1.078705918189371e-05,8.721784070075955e-06,2.065275111817755e-06
42,70489,1.1676475878630299e-05,9.231990588887129e-06,2.44448528974317e-06
42,70499,8.50955711939605e-06,7.566007298009936e-06,9.435494803256006e-07
42,70509,8.216951755457558e-06,7.1690774348098785e-06,1.0478743206476793e-06
42,70519,8.970877388492227e-06,7.868087777751498e-06,1.1027897244275664e-06
42,70529,1.0970568837365136e-05,9.098195732804015e-06,1.872373218247958e-06
42,70539,8.481178156216629e-06,7.54846541894949e-06,9.327122825197875e-07
42,70549,8.912451448850334e-06,7.425243893521838e-06,1.4872072142679826e-06
42,70559,1.1770761375373695e-05,9.0531984824338e-06,2.717563120313571e-06
42,70569,4.9383506848243997e-05,1.5068441825860646e-05,3.431506411288865e-05
42,70579,1.0217072485829704e-05,8.198711839213502e-06,2.0183611013635527e-06
42,70589,9.286586646339856e-06,8.112115210678894e-06,1.1744710946004489e-06
42,70599,1.0455639312567655e-05,8.965712368080858e-06,1.4899268307999591e-06
42,70609,1.099369637813652e-05,8.956332749221474e-06,2.037363856288721e-06
42,70619,7.51836296331021e-06,6.903477242303779e-06,6.14885607319593e-07
42,70629,9.343812052975409e-06,7.995858140930068e-06,1.3479537983585033e-06
42,70639,1.0217600902251434e-05,8.852921382640488e-06,1.3646796332977829e-06
42,70649,8.326441275130492e-06,7.525163709942717e-06,8.012779062482878e-07
42,70659,1.1138082300021779e-05,9.217918886861298e-06,1.920163640534156e-06
42,70669,1.2242523553140927e-05,9.318535376223736e-06,2.923987949543516e-06
42,70679,1.2891325241071172e-05,9.121499715547543e-06,3.7698252981499536e-06
42,70689,1.6077256077551283e-05,1.0470143024576828e-05,5.607113507721806e-06
42,70699,1.0558549547567964e-05,8.287128366646357e-06,2.271421408295282e-06
42,70709,1.1826451554952655e-05,9.774278623808641e-06,2.052172931144014e-06
42,70719,7.703667506575584e-06,6.9517845986410975e-06,7.518830216213246e-07
42,70729,9.157996828434989e-06,8.069002433330752e-06,1.0889948498515878e-06
42,70739,1.040556890075095e-05,7.903094228822738e-06,2.502475126675563e-06
42,70749,8.110362614388578e-06,7.25383461031015e-06,8.565278903915896e-07
42,70759,9.237707672582474e-06,8.084572982625104e-06,1.1531350310178823e-06
42,70769,8.328812327818014e-06,7.384320269920863e-06,9.444921715839882e-07
42,70779,8.949271432356909e-06,7.919774361653253e-06,1.0294970707036555e-06
42,70789,9.283461622544564e-06,8.026359864743426e-06,1.2571018714879756e-06
42,70799,8.905528375180438e-06,7.845961590646766e-06,1.0595668982205098e-06
42,70809,1.2120305655116681e-05,9.826042514760047e-06,2.294263140356634e-06
42,70819,1.3369166481425054e-05,1.0701267456170171e-05,2.667898570507532e-06
42,70829,1.1998949048575014e-05,9.46125146583654e-06,2.537697582738474e-06
42,70839,7.0680471253581345e-06,6.525928256451152e-06,5.421189257504011e-07
42,70849,1.1400673429307062e-05,9.412427971255966e-06,1.988245230677421e-06
42,70859,9.58940654527396e-06,8.543663170712534e-06,1.0457433745614253e-06
42,70869,9.697289897303563e-06,8.282864655484445e-06,1.414424900758604e-06
42,70879,1.4988634575274773e-05,1.2089533811376896e-05,2.8991003091505263e-06
42,70889,1.0048212971014436e-05,8.718603567103855e-06,1.3296095175974187e-06
42,70899,1.041270934365457e-05,8.793324013822712e-06,1.6193855572055327e-06
42,70909,8.205675840144977e-06,7.365148576354841e-06,8.405268658862042e-07
42,70919,7.747014933556784e-06,7.156876108638244e-06,5.90138483858027e-07
42,70929,9.866651453194208e-06,8.56887982081389e-06,1.2977714050066425e-06
42,70939,9.467731615586672e-06,8.1361258708057e-06,1.3316054037204594e-06
42,70949,8.589068784203846e-06,7.4937684075848665e-06,1.0953007176794927e-06
42,70959,9.354482244816609e-06,8.104583685053512e-06,1.2498983323894208e-06
42,70969,1.0936568287434056e-05,8.614283615315799e-06,2.3222844447445823e-06
42,70979,3.3079693821491674e-05,1.378662000206532e-05,1.9293074728921056e-05
42,70989,1.2083794899808709e-05,9.71871122601442e-06,2.3650834464206127e-06
42,70999,9.349842002848163e-06,8.258149136963766e-06,1.091692524823884e-06
42,71009,9.108774975175038e-06,7.867064596212003e-06,1.2417100379025214e-06
42,71019,0.18542253971099854,1.3481579117069487e-05,0.1854090541601181
42,71029,9.673848580860067e-06,8.000333764357492e-06,1.6735150438762503e-06
42,71039,8.695263204572257e-06,7.819702659617178e-06,8.755605449550785e-07
42,71049,1.098416032618843e-05,9.185885573970154e-06,1.7982750932787894e-06
42,71059,9.453390703129116e-06,8.368091584998183e-06,1.085298890757258e-06
42,71069,8.822145900921896e-06,7.73893862060504e-06,1.083207621377369e-06
42,71079,1.1213464858883526e-05,9.332233275927138e-06,1.8812319240169018e-06
42,71089,9.207128641719464e-06,8.078541213762946e-06,1.1285875416433555e-06
42,71099,1.0217226190434303e-05,8.852300197759178e-06,1.3649256516146124e-06
42,71109,1.0544456927163992e-05,8.830650585878175e-06,1.7138062275989796e-06
42,71119,1.0011779522756115e-05,8.677240657561924e-06,1.3345387515073526e-06
42,71129,7.583603292005137e-06,6.800890787417302e-06,7.827124477444158e-07
42,71139,1.1573672054510098e-05,9.774184945854358e-06,1.7994869949689019e-06
42,71149,1.164630702987779e-05,9.644469173508696e-06,2.001837401621742e-06
42,71159,8.435225936409552e-06,7.5739826570497826e-06,8.612429382992559e-07
42,71169,1.0653473509592004e-05,8.670227543916553e-06,1.9832455109281e-06
42,71179,9.305596904596314e-06,7.94081552157877e-06,1.3647809282701928e-06
42,71189,9.256108569388743e-06,8.044350579439197e-06,1.2117579899495468e-06
42,71199,8.092324605968315e-06,7.2662946877244394e-06,8.260300319307134e-07
42,71209,9.359878276882228e-06,8.270648322650231e-06,1.0892302952925093e-06
42,71219,8.87512942426838e-06,7.7561035141116e-06,1.1190260238436167e-06
42,71229,1.0122846106241923e-05,8.531843377568293e-06,1.5910026149867917e-06
42,71239,8.198690920835361e-06,7.288472716027172e-06,9.102183184950263e-07
42,71249,1.0078890227305237e-05,8.317677384184208e-06,1.7612125020605163e-06
42,71259,9.221201253239997e-06,8.193846952053718e-06,1.0273539601257653e-06
42,71269,8.73705266712932e-06,7.418814675475005e-06,1.3182378779674764e-06
42,71279,8.718448953004554e-06,7.86548298492562e-06,8.529664228262845e-07
42,71289,7.255546734086238e-06,6.667069101240486e-06,5.884778033760085e-07
42,71299,1.1083676326961722e-05,8.960452760220505e-06,2.1232233393675415e-06
42,71309,1.3567605492426082e-05,1.0679535080271307e-05,2.888070866902126e-06
42,71319,1.0138885045307688e-05,8.094280019577127e-06,2.0446050257305615e-06
42,71329,9.078182301891502e-06,7.932459993753582e-06,1.145722194451082e-06
42,71339,8.532590072718449e-06,7.569045010313857e-06,9.635447213440784e-07
42,71349,9.910252629197203e-06,8.374914614250883e-06,1.5353382423199946e-06
42,71359,9.318681804870721e-06,8.189630534616299e-06,1.129051270254422e-06
42,71369,1.0224664947600104e-05,8.529657861799933e-06,1.695007085800171e-06
42,71379,7.77478635427542e-06,6.874521204736084e-06,9.002652063827554e-07
42,71389,8.240522220148705e-06,7.510664545407053e-06,7.298572768377198e-07
42,71399,1.1533960787346587e-05,9.673386557551567e-06,1.8605740024213446e-06
42,71409,1.0980560546158813e-05,9.382993994222488e-06,1.5975660971889738e-06
42,71419,0.00015775073552504182,1.9319517377880402e-05,0.00013843121996615082
42,71429,9.65949129749788e-06,8.3703571363003e-06,1.2891342748844181e-06
42,71439,9.15044074645266e-06,7.522740816057194e-06,1.6276995893349522e-06
42,71449,6.115060386946425e-05,1.5617222743458115e-05,4.553337930701673e-05
42,71459,8.275891559605952e-06,7.116251708794152e-06,1.1596400781854754e-06
42,71469,1.2438454177754465e-05,9.046789273270406e-06,3.3916649044840597e-06
42,71479,2.332180883968249e-05,1.023567710944917e-05,1.3086132639728021e-05
42,71489,1.1348663974786177e-05,9.571207556291483e-06,1.7774561911210185e-06
42,71499,1.2204864106024615e-05,9.86519535217667e-06,2.3396692085952964e-06
42,71509,1.0494790330994874e-05,9.224017048836686e-06,1.270773509531864e-06
42,71519,1.1248033843003213e-05,9.207184120896272e-06,2.0408494947332656e-06
42,71529,8.057570084929466e-06,7.201078915386461e-06,8.564908853259112e-07
42,71539,1.0293768355040811e-05,8.73203589435434e-06,1.5617320059391204e-06
42,71549,4.971232920070179e-05,1.3288351510709617e-05,3.642397859948687e-05
42,71559,1.1501488188514486e-05,9.01761723071104e-06,2.4838714125507977e-06
42,71569,1.1826589798147324e-05,9.583375685906503e-06,2.2432143396144966e-06
42,71579,8.536010682291817e-06,7.710245881753508e-06,8.257645731646335e-07
42,71589,1.1199177606613375e-05,8.843859177432023e-06,2.3553179744340014e-06
42,71599,9.644130477681756e-05,1.6805102859507315e-05,7.963620009832084e-05
42,71609,9.022764970723074e-06,8.028368938539643e-06,9.943958048097556e-07
42,71619,9.45174542721361e-06,8.124658961605746e-06,1.327086010860512e-06
42,71629,1.5309176887967624e-05,1.1503708265081514e-05,3.805469077633461e-06
42,71639,1.0394665878266096e-05,9.010921530716587e-06,1.3837445749231847e-06
42,71649,1.1152656043122988e-05,9.559113095747307e-06,1.5935432884361944e-06
42,71659,1.1252775038883556e-05,9.489973308518529e-06,1.7628018440518645e-06
42,71669,1.096727737603942e-05,9.25551648833789e-06,1.7117610013883677e-06
42,71679,9.925590347847901e-06,8.79661638464313e-06,1.1289743042652844e-06
42,71689,1.207334571518004e-05,9.712879545986652e-06,2.3604663965670625e-06
42,71699,1.153020275523886e-05,9.535098797641695e-06,1.995104412344517e-06
42,71709,9.120351023739204e-06,8.162076483131386e-06,9.58274767981493e-07
42,71719,8.92426851351047e-06,8.050239557633176e-06,8.740292400943872e-07
42,71729,8.728821740078274e-06,7.712992555752862e-06,1.0158290706385742e-06
42,71739,1.0307034244760871e-05,7.941378498799168e-06,2.3656557459617034e-06
42,71749,0.06577295064926147,1.364872878184542e-05,0.06575930118560791
42,71759,1.1036558134946972e-05,9.11466486286372e-06,1.9218928173359018e-06
42,71769,8.691760740475729e-06,7.797408215992618e-06,8.943525244831108e-07
42,71779,8.219477422244381e-06,7.3115302257065196e-06,9.07947423911537e-07
42,71789,1.0187683983531315e-05,8.681779036123771e-06,1.5059050610943814e-06
42,71799,9.953145308827516e-06,7.973596439114772e-06,1.9795486423390685e-06
42,71809,8.478406925860327e-06,7.625729267601855e-06,8.526772603545396e-07
42,71819,8.043961315706838e-06,7.289917448360939e-06,7.540438673458993e-07
42,71829,9.96345897874562e-06,8.561448339605704e-06,1.4020106391399167e-06
42,71839,8.563438314013183e-06,7.704230483795982e-06,8.59207546000107e-07
42,71849,1.0969123650284018e-05,9.127178600465413e-06,1.8419448224449297e-06
